gem-location-id,gem-phase-id,country/area,phase-name,project-name,project-name-in-local-language-/-script,other-name(s),capacity-(mw),status,start-year,retired-year,location-accuracy,owner,lat,lng,state/province,operator,installation-type,region,url,owner-name-in-local-language-/-script,operator-name-in-local-language-/-script
L100001023415,G100001027621,Japan,--,Isumi - TEPCO offshore wind farm,千葉県いすみ市沖洋上風力発電事業,,660.0,announced,,,approximate,TEPCO Renewable Power Inc,35.2808,140.4746,Chiba,,Offshore hard mount,Asia,https://www.gem.wiki/Isumi_-_TEPCO_offshore_wind_farm,東京電力リニューアブルパワー株式会社,
L100000916710,G100000920760,Japan,--,Isumi City offshore wind power project,いすみ市沖洋上風力発電事業,,696.0,announced,,,approximate,,35.282,140.4111,,,Offshore mount unknown,Asia,https://www.gem.wiki/Isumi_City_offshore_wind_power_project,,
L100000900740,G100000900848,Japan,--,Iwata wind farm,磐田ウィンドファーム,Iwata City wind farm,15.0,operating,2009,,exact,Cosmo Eco Power Co Ltd,34.6531,137.7961,,Cosmo Eco Power,Onshore,Asia,https://www.gem.wiki/Iwata_wind_farm,コスモエコパワー株式会社,コスモエコパワー株式会社
L100000916711,G100000920761,Japan,--,Iwate Kuji wind farm,岩手久慈風力発電事業,Iwate Kuji Wind Power Generation Project Tokyu Land Corporation,75.0,announced,,,approximate,Tokyu Land Corp,40.1755,141.4417,Iwate,,Onshore,Asia,https://www.gem.wiki/Iwate_Kuji_wind_farm,東急不動産株式会社,
L100000900741,G100000900849,Japan,1,Iwaya (Cosmo) wind farm,"岩屋ウィンドパーク, 岩屋風力発電所",Iwaya Wind Park,27.0,operating,2003,,exact,Cosmo Eco Power Co Ltd,36.1379,136.4313,,Cosmo Eco Power,Onshore,Asia,https://www.gem.wiki/Iwaya_(Cosmo)_wind_farm,コスモエコパワー株式会社,コスモエコパワー株式会社
L100000901138,G100000901329,Japan,--,Iwaya (Eurus) wind farm,ユーラス岩屋ウインドファーム,Eurus Iwaya wind farm,33.0,operating,2001,,exact,Eurus Energy,41.3797,141.4272,,,Onshore,Asia,https://www.gem.wiki/Iwaya_(Eurus)_wind_farm,株式会社ユーラスエナジーホールディングス,
L100000901431,G100000901684,Japan,--,Izu Atagawa wind farm,CEF伊豆熱川ウインドファーム,"Izu Atagawa, ICEF Izu Atagawa wind farm",15.0,operating,2009,,exact,,34.8396,139.032,,,Unknown,Asia,https://www.gem.wiki/Izu_Atagawa_wind_farm,,
L100000916712,G100000920762,Japan,--,Jusanko wind farm,十三湖風力発電所,,35.0,operating,2019,,exact,Tsugaru Wind Power Co Ltd,41.0121,140.3807,,,Onshore,Asia,https://www.gem.wiki/Jusanko_wind_farm,津軽風力発電株式会社,
L100000901139,G100000901330,Japan,--,Kabaoka wind farm,樺岡ウインドファーム,,42.0,operating,2024,,approximate,Eurus Energy Holdings Corp,45.3697,141.8234,,,Onshore,Asia,https://www.gem.wiki/Kabaoka_wind_farm,株式会社ユーラスエナジーホールディングス,
L100000901321,G100000901547,Japan,--,Kagoshima Offshore wind farm,鹿児島県における洋上風力発電,Offshore wind power generation in Kagoshima Prefecture,1500.0,shelved,,,approximate,,31.9284,130.1791,,,Offshore mount unknown,Asia,https://www.gem.wiki/Kagoshima_Offshore_wind_farm,,
L100000901013,G100000901171,Japan,1,Kagoshima wind farm,"頴娃（えい）風力発電所は, 頴娃風力発電所","Eichokori Wind Power Plant, Ei Town 2 wind farm, Sakai Wind Power Plant, Kagoshima Wind Power Plant, Ei",14.0,operating,2010,,approximate,Shiden Engineering,31.2693,130.6248,,Shiden Engineering,Onshore,Asia,https://www.gem.wiki/Kagoshima_wind_farm,四電エンジニアリング,四電エンジニアリング
L100000901195,G100000901390,Japan,--,Kakegawa wind farm,掛川風力発電所,,14.0,operating,2020,,approximate,Japan Wind Development CO LTD (JWD),40.8332,140.7022,,,Onshore,Asia,https://www.gem.wiki/Kakegawa_wind_farm,日本風力開発株式会社,
L100000900776,G100000900887,Japan,--,Kamaishi wind farm,"ユーラス釜石広域ウインドファーム, 合同会社ユーラスエナジー釜石","Kamaishi wind farm, Kamaishi Eurus wind farm",43.0,operating,2004,,exact,Eurus Energy,39.4036,141.671,,Eurus Energy,Unknown,Asia,https://www.gem.wiki/Kamaishi_wind_farm,株式会社ユーラスエナジーホールディングス,株式会社ユーラスエナジーホールディングス
L100000901140,G100000901331,Japan,--,Kamikatsu-Kamiyama wind farm,ユーラス上勝神山ウインドファーム,,35.0,operating,2022,,exact,Eurus Energy Holdings Corp,33.9334,134.366,,Shimizu,Onshore,Asia,https://www.gem.wiki/Kamikatsu-Kamiyama_wind_farm,株式会社ユーラスエナジーホールディングス,
L100000901118,G100000901304,Japan,--,Kaminokuni No.2 wind farm,"上ノ国第二2, 上ノ国第二＊2",Kaminokuni wind,42.0,operating,2024,,approximate,Electric Power Development CO LTD (J-POWER),41.8014,140.1209,,,Onshore,Asia,https://www.gem.wiki/Kaminokuni_No.2_wind_farm,電源開発株式会社,
L100000900758,G100000900866,Japan,--,Kaminokuni wind farm,,Kaminokuni wind,28.0,operating,2014,,approximate,,41.8014,140.1209,,Electric Power Development CO LTD (J-POWER),Onshore,Asia,https://www.gem.wiki/Kaminokuni_wind_farm,,電源開発株式会社
L100000901049,G100000901223,Japan,1,Kamis Offshore wind farm,"ウィンド・パワーかみす第1洋上風力発電所, ウィンド・パワーかみす第2洋上風力発電所","Wind Power Kamis No.2 Offshore wind farm (Phase 2), Wind Power Kamis No.1 Offshore wind farm (Phase 1)",14.0,operating,2010,,exact,Windpower Ibaraki Co Ltd,35.9043,140.7197,,Windpower Ibaraki,Offshore hard mount,Asia,https://www.gem.wiki/Kamis_Offshore_wind_farm,株式会社 ウィンド・パワー・いばらき,株式会社 ウィンド・パワー・いばらき
L100000901049,G100000901222,Japan,2,Kamis Offshore wind farm,"ウィンド・パワーかみす第1洋上風力発電所, ウィンド・パワーかみす第2洋上風力発電所","Wind Power Kamis No.2 Offshore wind farm (Phase 2), Wind Power Kamis No.1 Offshore wind farm (Phase 1)",16.0,operating,2013,,exact,Windpower Ibaraki Co Ltd,35.9043,140.7197,,Wind Power Group,Offshore hard mount,Asia,https://www.gem.wiki/Kamis_Offshore_wind_farm,株式会社 ウィンド・パワー・いばらき,株式会社 ウィンド・パワー
L100000900876,G100000900998,Japan,--,Kamisu wind farm,神栖風力発電所,"Wind Power Kamisu No. 1 Offshore Wind Power Station, Mitsuuroko Kamisu wind farm, Wind Power Ibaraki No.1",10.0,operating,2008,,approximate,Mitsuuroko Green Energy Co Ltd,35.8639,140.7424,,Mitsuuroko Green Energy,Onshore,Asia,https://www.gem.wiki/Kamisu_wind_farm,ミツウロコグリーンエネルギー,ミツウロコグリーンエネルギー
L100000901109,G100000901293,Japan,--,Kamiyuchi wind farm,,Cosmo Kamiyuchi wind farm,52.0,operating,2023,,approximate,Cosmo Eco Power Co Ltd,43.0563,141.3138,,,Onshore,Asia,https://www.gem.wiki/Kamiyuchi_wind_farm,コスモエコパワー株式会社,
L100000901216,G100000901414,Japan,--,Karatsu-Chinzei wind farm,唐津・鎮西ウィンドファーム,"Karatsu-Zhenxi wind farm, Karatsu/Zhenxi wind farm",27.0,operating,2021,,approximate,Kyuden Mirai Energy Co Inc,33.4945,129.9412,,,Onshore,Asia,https://www.gem.wiki/Karatsu-Chinzei_wind_farm,,
L100000900723,G100000900829,Japan,1,Kasatori wind farm,ウインドパーク笠取,"Kasadori wind farm, Wind Park Kasatori",20.0,operating,2010,,exact,C-Tech Corp,34.7016,136.2762,,C-Tech,Onshore,Asia,https://www.gem.wiki/Kasatori_wind_farm,,
L100000900723,G100000900828,Japan,2,Kasatori wind farm,ウインドパーク笠取,"Kasadori wind farm, Wind Park Kasatori",18.0,operating,2010,,exact,C-Tech Corp,34.7016,136.2762,,C-Tech,Onshore,Asia,https://www.gem.wiki/Kasatori_wind_farm,,
L100000901328,G100000901557,Japan,--,Kashima Port Offshore wind farm,"鹿島港洋上風力発電, 茨城県鹿島港洋上風力発電事業","Ibaraki Kashima Port Offshore wind farm, Kashima Port Offshore - South wind farm, Kashima Port Offshore - North wind farm, Kashima Port, Ibaraki Kashima Port South, Ibaraki Kashima Port North",181.0,pre-construction,,,approximate,Tokyo Gas Co Ltd; Nippon Wind Energy Co Ltd; Wind Power Group Co Ltd,35.9333,140.6979,,Wind Power Energy,Offshore mount unknown,Asia,https://www.gem.wiki/Kashima_Port_Offshore_wind_farm,株式会社 ウィンド・パワー; 東京瓦斯株式会社,株式会社　ウィンド・パワー・エナジー
L100000901234,G100000901436,Japan,--,Katagami-Oga-Akita Offshore wind farm,秋田県潟上市・男鹿市・秋田市沖洋上風力発電,"Akita Prefecture Offshore Wind Power Generation, Katagami City, Akita City, Katagami - Oga - Akita, Oga City",315.0,pre-construction,,,approximate,,39.8331,139.969,,,Offshore hard mount,Asia,https://www.gem.wiki/Katagami-Oga-Akita_Offshore_wind_farm,,
L100000901141,G100000901332,Japan,--,Kawaminami wind farm,川南ウインドファーム,,80.0,operating,2023,,approximate,Eurus Energy Holdings Corp,45.4491,141.6452,,,Onshore,Asia,https://www.gem.wiki/Kawaminami_wind_farm,株式会社ユーラスエナジーホールディングス,
L100000901142,G100000901333,Japan,--,Kawanishi wind farm,川西ウインドファーム,,64.0,operating,2024,,approximate,Eurus Energy Holdings Corp,45.103,141.7779,,,Onshore,Asia,https://www.gem.wiki/Kawanishi_wind_farm,株式会社ユーラスエナジーホールディングス,
L100000900777,G100000900888,Japan,--,Kawazu wind farm,"合同会社ユーラスエナジー河津, ユーラス河津ウインドファーム","GK Eurus Energy Kawazu, Eurus Kawazu wind farm",17.0,operating,2015,,exact,Eurus Energy,34.7947,138.9933,,Eurus Energy,Unknown,Asia,https://www.gem.wiki/Kawazu_wind_farm,株式会社ユーラスエナジーホールディングス,株式会社ユーラスエナジーホールディングス
L100000900778,G100000900889,Japan,1,Kihoku wind farm,"ユーラス輝北ウインドファームⅠ, 合同会社ユーラスエナジー輝北","Eurus Kihoku wind farm, GK Eurus Energy Kihoku wind farm",21.0,operating,2004,,exact,Eurus Energy,31.601,130.8271,,Eurus Energy,Unknown,Asia,https://www.gem.wiki/Kihoku_wind_farm,株式会社ユーラスエナジーホールディングス,株式会社ユーラスエナジーホールディングス
L100000900779,G100000900890,Japan,--,Kimotsuki wind farm,"国見山風力発電所, ユーラス肝付ウインドファーム, 合同会社ユーラスエナジー肝付","Kunimiyama wind farm, Eurus Kimotsuki wind farm, GK Eurus Energy Kimotsuki wind farm",30.0,operating,2011,,exact,Eurus Energy,31.3114,131.0267,,Eurus Energy,Unknown,Asia,https://www.gem.wiki/Kimotsuki_wind_farm,株式会社ユーラスエナジーホールディングス,株式会社ユーラスエナジーホールディングス
L100000901397,G100000901643,Japan,--,Kishuu Offshore Floating wind farm,,Kishuu offshore floatig wind project,450.0,announced,,,approximate,Flotation Energy Ltd,33.7625,135.1359,,Flotation Energy,Offshore floating,Asia,https://www.gem.wiki/Kishuu_Offshore_Floating_wind_farm,,
L100001020786,G100001023735,Japan,--,Kitakyushu floating wind farm,北九州発電所,,612.0,announced,,,approximate,Influx Inc,33.8434,130.2584,,,Offshore floating,Asia,https://www.gem.wiki/Kitakyushu_floating_wind_farm,INFLUX次世代電力環境資源洋上風力発電株式会社,
L100000901219,G100000901417,Japan,--,Kitakyushu Hibikinada Offshore wind farm,北九州響灘洋上ウィンドファーム,"Kitakyushu Port Hibikinada, Kitakyushu Port, Hibikinada Port, Kita Kyushu Port - Hibikinada Offshore wind farm",220.0,construction,2025,,approximate,Hokutaku Renewable Energy Service ; Kyudenko Corp; Electric Power Development CO LTD (J-POWER) ; Saibu Gas Co Ltd ; Kyuden Mirai Energy Co Inc,33.9728,130.7346,,,Offshore mount unknown,Asia,https://www.gem.wiki/Kitakyushu_Hibikinada_Offshore_wind_farm,西部ガス株式会社; 電源開発株式会社,
L100000900780,G100000900891,Japan,--,Kitanosawa wind farm,ユーラス北野沢ウインドファーム,"Kitanozawa wind farm, Eurus Kitanosawa wind farm",12.0,operating,2007,,exact,Eurus Energy,41.3696,141.4278,,Eurus Energy,Unknown,Asia,https://www.gem.wiki/Kitanosawa_wind_farm,株式会社ユーラスエナジーホールディングス,株式会社ユーラスエナジーホールディングス
L100000900844,G100000900960,Japan,1,Koriyama Nunobiki-Kogen wind farm,"郡山布引高原風力発電所, 新郡山布引高原風力発電所","Shin-Koriyama Nunobiki Kogen Wind Farm (Phase RP-1), New Koriyama Nunobiki Kogen wind farm (Phase RP-1), Nunobiki wind farm (Phase 1)",66.0,operating,2006,,exact,Electric Power Development CO LTD (J-POWER),37.3375,140.0541,,J-Wind,Onshore,Asia,https://www.gem.wiki/Koriyama_Nunobiki-Kogen_wind_farm,電源開発株式会社,株式会社ジェイウインド
L100000900844,G100000900963,Japan,RP-1,Koriyama Nunobiki-Kogen wind farm,"郡山布引高原風力発電所, 新郡山布引高原風力発電所","Shin-Koriyama Nunobiki Kogen Wind Farm (Phase RP-1), New Koriyama Nunobiki Kogen wind farm (Phase RP-1), Nunobiki wind farm (Phase 1)",66.0,shelved,,,exact,J-Wind Co Ltd,37.3374,140.0541,,J-Wind,Onshore,Asia,https://www.gem.wiki/Koriyama_Nunobiki-Kogen_wind_farm,株式会社ジェイウインド,株式会社ジェイウインド
L100001020787,G100001023736,Japan,--,Kuji floating wind farm,,久慈発電所,816.0,announced,,,approximate,Influx Inc,40.7473,141.7707,,,Offshore floating,Asia,https://www.gem.wiki/Kuji_floating_wind_farm,INFLUX次世代電力環境資源洋上風力発電株式会社,
L100000916715,G100000920765,Japan,--,Kuji Yamagata wind farm,久慈山形風力発電事業,Kuji Yamagata Wind Power Generation Project,125.0,pre-construction,,,approximate,HSE Co Ltd,40.1484,141.6677,,,Onshore,Asia,https://www.gem.wiki/Kuji_Yamagata_wind_farm,HSE株式会社,
L100000901131,G100000901317,Japan,--,Kuju wind farm,JEN玖珠ウインドファーム,"JEN Kuju wind farm, Kusu wind",11.0,operating,2005,,exact,ENEX Electric Power Co Ltd,33.2774,131.069,,,Onshore,Asia,https://www.gem.wiki/Kuju_wind_farm,,
L100001020788,G100001023737,Japan,--,Kujukuri offshore wind farm,,Kujukuri - Eurus Energy Offsh,450.0,announced,,,approximate,Eurus Energy Holdings Corp,35.8953,140.9649,,,Offshore mount unknown,Asia,https://www.gem.wiki/Kujukuri_offshore_wind_farm,株式会社ユーラスエナジーホールディングス,
L100000916716,G100000920766,Japan,--,Kushikino Reimei wind farm,串木野れいめい風力発電所,,20.0,operating,2012,,exact,,31.7795,130.2229,,,Onshore,Asia,https://www.gem.wiki/Kushikino_Reimei_wind_farm,,
L100000901218,G100000901416,Japan,--,Kushima wind farm,串間風力発電所,Kushima Wind,65.0,operating,2020,,approximate,Kyudenko Corp; Kyuden Mirai Energy Co Inc,31.459,131.2754,,,Onshore,Asia,https://www.gem.wiki/Kushima_wind_farm,,
L100000900754,G100000900862,Japan,--,Kuzumaki No.2 wind farm,くずまき第二風力発電所,Kuzumaki J-Power wind farm,45.0,operating,2020,,approximate,Electric Power Development CO LTD (J-POWER),39.1351,141.1334,,Electric Power Development CO LTD (J-POWER),Onshore,Asia,https://www.gem.wiki/Kuzumaki_No.2_wind_farm,電源開発株式会社,電源開発株式会社
L100000916717,G100000920767,Japan,--,Kyotango City Isunayama wind farm,京丹後市磯砂山風力発電事業,Kyotango City Isunayama Wind Power Generation Project,59.0,cancelled,,,approximate,Shizen Energy Inc,35.6351,135.0172,,,Onshore,Asia,https://www.gem.wiki/Kyotango_City_Isunayama_wind_farm,自然電力株式会社,
L100000901329,G100000901558,Japan,--,Kyushu - GIP floating wind farm,,"Kyushu - WPD Concept wind farm, Kyushu - Wpd Floating wind farm",1000.0,announced,,,approximate,Skyborn Renewables GmbH,32.5355,129.0911,,,Offshore floating,Asia,https://www.gem.wiki/Kyushu_-_GIP_floating_wind_farm,,
L100001020789,G100001023738,Japan,--,Kyushu floating wind farm,九州,"Kyushu - GIP, Kyushu - GIP Floating Wind Farm",1000.0,announced,,,approximate,Skyborn Renewables,32.1631,129.1445,,,Offshore mount unknown,Asia,https://www.gem.wiki/Kyushu_floating_wind_farm,Skyborn Renewables,
L100000900781,G100000900892,Japan,--,Mameda wind farm,"大豆田（まめだ）風力発電所, ユーラス大豆田ウインドファーム","Eurus Mameda wind farm, Mameda wind farm",11.0,operating,2003,,exact,Eurus Energy Holdings Corp,41.1097,141.2806,,Eurus Energy,Onshore,Asia,https://www.gem.wiki/Mameda_wind_farm,株式会社ユーラスエナジーホールディングス,株式会社ユーラスエナジーホールディングス
L100001020790,G100001023739,Japan,--,Matsumae floating offshore wind farm,松前発電所,,552.0,announced,,,approximate,Influx Inc,41.8157,139.5257,,,Offshore floating,Asia,https://www.gem.wiki/Matsumae_floating_offshore_wind_farm,INFLUX次世代電力環境資源洋上風力発電株式会社,
L100000901196,G100000901391,Japan,--,Matsumae wind farm,リエネ松前風力発電所,"Liene Matsumae wind farm, Matsumae wind farm, ReENE Matsumae wind farm",36.0,operating,2019,,approximate,Japan Wind Development CO LTD (JWD),39.7643,140.0849,,,Onshore,Asia,https://www.gem.wiki/Matsumae_wind_farm,日本風力開発株式会社,
L100000901143,G100000901334,Japan,--,Michinoku wind farm,みちのく風力発電,Michinoku wind power generation,600.0,cancelled,,,approximate,Eurus Energy Holdings Corp,40.8332,140.7022,,,Onshore,Asia,https://www.gem.wiki/Michinoku_wind_farm,株式会社ユーラスエナジーホールディングス,
L100000901434,G100000901687,Japan,--,Mie Matsusaka wind farm,"三重松阪蓮ウィンドファーム, 三重松阪蓮ウィンドファーム発電所",Mie Matsusaka Lotus wind farm,251.0,pre-construction,,,approximate,,34.5767,136.5259,,,Onshore,Asia,https://www.gem.wiki/Mie_Matsusaka_wind_farm,,
L100000901119,G100000901305,Japan,--,Minami Ehime No.2 wind farm,"南愛媛第二風力発電所, 南愛媛第二",South Ehime No. 2 Wind Power Plant,34.0,construction,2025,,approximate,Electric Power Development CO LTD (J-POWER),33.3603,132.5175,,,Onshore,Asia,https://www.gem.wiki/Minami_Ehime_No.2_wind_farm,電源開発株式会社,
L100000900759,G100000900867,Japan,--,Minami Ehime wind farm,南愛媛風力発電所,South Ehime wind farm,28.0,operating,2015,,exact,,33.0417,132.5409,,Electric Power Development CO LTD (J-POWER),Onshore,Asia,https://www.gem.wiki/Minami_Ehime_wind_farm,,電源開発株式会社
L100000900870,G100000900991,Japan,1,Minami Oosumi wind farm,"根占発電所、佐多発電所, 南大隅ウィンドファーム","Nejime Power Station, Minami Ohsumi Wind Farm, Minami Kyushu wind farm, Sata Power Station",13.0,operating,2003,,exact,"Toyoshima Mech Co., Ltd. ; Electric Power Development CO LTD (J-POWER)",31.1174,130.7489,,"Minami Kyushu Wind Power Co., Ltd.",Onshore,Asia,https://www.gem.wiki/Minami_Oosumi_wind_farm,㈱豊島メック; 電源開発株式会社,南九州ウィンド・パワー㈱
L100000900870,G100000900992,Japan,2,Minami Oosumi wind farm,"根占発電所、佐多発電所, 南大隅ウィンドファーム","Nejime Power Station, Minami Ohsumi Wind Farm, Minami Kyushu wind farm, Sata Power Station",13.0,operating,2004,,exact,"Toyoshima Mech Co., Ltd. ; Electric Power Development CO LTD (J-POWER)",31.1174,130.7489,,"Minami Kyushu Wind Power Co., Ltd.",Onshore,Asia,https://www.gem.wiki/Minami_Oosumi_wind_farm,㈱豊島メック; 電源開発株式会社,南九州ウィンド・パワー㈱
L100001020791,G100001023740,Japan,--,Minami Town floating offshore wind farm,,Minami Town - SSE Pacifico Floating Wind Farm,30.0,announced,,,approximate,SSE Renewables; Pacifico Energy Co Ltd,33.4396,135.0334,,,Offshore floating,Asia,https://www.gem.wiki/Minami_Town_floating_offshore_wind_farm,パシフィコ・エナジーは,
L100000901245,G100000901449,Japan,--,Minami-Izu Offshore Wind Power Project,パシフィコ・エナジー南伊豆洋上風力発電,Pacifico Energy Minami-Izu Offshore wind power project,500.0,shelved,,,approximate,Pacifico Energy Co Ltd ; SSE Renewables,34.5963,138.4791,,,Offshore mount unknown,Asia,https://www.gem.wiki/Minami-Izu_Offshore_Wind_Power_Project,パシフィコ・エナジーは,
L100000901102,G100000901284,Japan,--,Minamiawaji wind farm,CEF南あわじウインドファーム,"CEF Minamiawaji wind farm, Inami Awaji",38.0,operating,2007,,exact,Clean Energy Factory CO LTD (CEF),34.2938,134.6739,,,Onshore,Asia,https://www.gem.wiki/Minamiawaji_wind_farm,クリーンエナジーファクトリー株式会社,
L100000901230,G100000901432,Japan,--,Misaki wind farm,三崎ウインドパーク,Misaki Wind Park,20.0,operating,2007,,exact,Ikata Town ; Marubeni Corp ; Shikoku Electric Power Co Inc ; unknown,33.3744,132.0604,,,Onshore,Asia,https://www.gem.wiki/Misaki_wind_farm,丸紅株式会社; 伊方町; 四国電力株式会社,
L100000900724,G100000900830,Japan,--,Misato wind farm,ウインドパーク美里,Wind Park Misato,16.0,operating,2006,,exact,C-Tech Corp,34.7296,136.316,,C-Tech,Onshore,Asia,https://www.gem.wiki/Misato_wind_farm,,
L100000901180,G100000901374,Japan,--,Miyagi Kami wind farm,"JRE宮城加美町ウインドファーム, 宮城加美町ウインドファーム",JRE Miyagi Kami wind farm,42.0,operating,2024,,approximate,Japan Renewable Energy CORP (JRE); Tohoku Electric Power Co Inc,32.4604,131.1497,,,Onshore,Asia,https://www.gem.wiki/Miyagi_Kami_wind_farm,ジャパン・リニューアブル・エナジー株式会社; 東北電力株式会社,
L100000901260,G100000901470,Japan,--,Monzen Anamizu wind farm,"門前穴水風力発電, 門前穴水風力発電事業",Monzen Anamizu wind power generation,50.0,cancelled,,,approximate,Renewable Japan Co Ltd,37.3905,136.8991,,,Onshore,Asia,https://www.gem.wiki/Monzen_Anamizu_wind_farm,リニューアブル・ジャパン株式会社,
L100000900826,G100000900942,Japan,--,Murakami Offshore wind farm,村上市岩船沖洋上風力発電,Marukami City Iwafune Offshore wind power generation,700.0,announced,,,approximate,,38.2467,139.4213,,Hitachi Capital,Offshore mount unknown,Asia,https://www.gem.wiki/Murakami_Offshore_wind_farm,,
L100001023424,G100001027630,Japan,--,Murakami-Tainai offshore wind farm,,,684.0,pre-construction,2029,,approximate,,38.3271,139.324,Niigata,Mitsui &; Osaka Gas,Offshore hard mount,Asia,https://www.gem.wiki/Murakami-Tainai_offshore_wind_farm,,大阪ガス株式会社; 三井物産株式会社
L100000901437,G100000901690,Japan,--,Muregaoka wind farm,牟礼ヶ岡ウインドファーム,Kagoshima wind farm,10.0,operating,2005,,exact,,31.6682,130.599,,,Onshore,Asia,https://www.gem.wiki/Muregaoka_wind_farm,,
L100000901181,G100000901375,Japan,--,Mushigamine wind farm,虫ヶ峰風力発電,Mushigamine wind power project,72.0,pre-construction,,,approximate,Japan Renewable Energy CORP (JRE),37.0521,136.9465,,,Onshore,Asia,https://www.gem.wiki/Mushigamine_wind_farm,ジャパン・リニューアブル・エナジー株式会社,
L100001023417,G100001027623,Japan,--,Mutsu Bay floating wind farm,,Mutsu Bay - INFLUX Floating Wind Farm,1200.0,announced,,,approximate,Influx Inc,41.0919,141.0143,Aomori,,Offshore floating,Asia,https://www.gem.wiki/Mutsu_Bay_floating_wind_farm,INFLUX次世代電力環境資源洋上風力発電株式会社,
L100000901087,G100000901267,Japan,--,Mutsu Bay Offshore wind farm,陸奥湾洋上風力発電,,800.0,shelved,,,approximate,Japan Wind Development CO LTD (JWD),41.0159,141.2193,,,Offshore mount unknown,Asia,https://www.gem.wiki/Mutsu_Bay_Offshore_wind_farm,日本風力開発株式会社,
L100000901435,G100000901688,Japan,--,Mutsu Ogawara Offshore wind farm,むつ小川原港洋上風力発電,,80.0,cancelled,,,approximate,,41.0169,141.4109,,,Offshore mount unknown,Asia,https://www.gem.wiki/Mutsu_Ogawara_Offshore_wind_farm,,
L100000900742,G100000900850,Japan,--,Mutsu Ogawara wind farm,むつ小川原ウィンドファーム,Mutsu-Ogawara wind farm,32.0,operating,2003,,exact,Cosmo Eco Power Co Ltd,40.9545,141.2875,,Cosmo Eco Power,Onshore,Asia,https://www.gem.wiki/Mutsu_Ogawara_wind_farm,コスモエコパワー株式会社,コスモエコパワー株式会社
L100000901086,G100000901266,Japan,--,Mutsue wind farm,睦栄風力発電所,Mutsumi Sakae wind power plant,10.0,operating,2014,,exact,Aomori Wind Development Co Ltd,40.9043,141.2649,,,Onshore,Asia,https://www.gem.wiki/Mutsue_wind_farm,,
L100000900877,G100000900999,Japan,--,Nagasaki Shikamachi wind farm,"長崎鹿町風力発電所, 長崎鹿町ウィンドファーム","Nagasaki-Shikamachi wind farm, Sasebo 2 wind farm, Sasebo City wind farm, Shikamachi wind farm, Sasebo wind farm",15.0,operating,2005,,exact,"New Energy Planning Co., Ltd. ; Electric Power Development CO LTD (J-POWER)",33.265,129.6234,,Nagasaki-Shikamachi Wind Power,Onshore,Asia,https://www.gem.wiki/Nagasaki_Shikamachi_wind_farm,(株)新エネルギー企画; 電源開発株式会社,長崎鹿町風力発電株式会社
L100000901217,G100000901415,Japan,--,Nagashima wind farm,長島風力発電所,"Kurunose wind farm, Nagashima-2 wind farm",50.0,operating,2008,,exact,Kyuden Mirai Energy Co Inc ; Kyushu Electric Power Co Inc ; Kyudenko Corp,32.1432,130.1454,,,Onshore,Asia,https://www.gem.wiki/Nagashima_wind_farm,九州電力株式会社,
L100000901121,G100000901307,Japan,--,Nagato wind farm,長門風力発電所,,38.0,cancelled,,,approximate,Electric Power Development CO LTD (J-POWER),33.959,130.9484,,,Onshore,Asia,https://www.gem.wiki/Nagato_wind_farm,電源開発株式会社,
L100000922163,G100000927643,Japan,--,Nagayama repowering wind farm,,,39.5,pre-construction,,,approximate,J-POWER Co Ltd,36.0331,138.8469,,,Unknown,Asia,https://www.gem.wiki/Nagayama_repowering_wind_farm,電源開発株式会社,
L100000900809,G100000900922,Japan,1,Nakakyushu Onitayama wind farm,"中九州大仁田山風力発電所, 第二中九州大仁田山風力発電所, 中九州大仁田山風力発電所(1号風車)","Jre N Onitayama (Phase 2), JRE Nakakyushu Onitayama 1 wind farm (Phase 1), Nakakyushu Onitayama 2 (Phase 2), JRE Nakakyushu Onitayama wind farm, JRE Nakakyushu Onitayama 2 wind farm (Phase 2)",16.0,operating,2016,,exact,Japan Renewable Energy CORP (JRE),32.6308,131.2578,,GK JRE Nakakyushu Furyoku,Onshore,Asia,https://www.gem.wiki/Nakakyushu_Onitayama_wind_farm,ジャパン・リニューアブル・エナジー株式会社,合同会社JRE中九州風力
L100000900809,G100000900921,Japan,2,Nakakyushu Onitayama wind farm,"中九州大仁田山風力発電所, 第二中九州大仁田山風力発電所, 中九州大仁田山風力発電所(1号風車)","Jre N Onitayama (Phase 2), JRE Nakakyushu Onitayama 1 wind farm (Phase 1), Nakakyushu Onitayama 2 (Phase 2), JRE Nakakyushu Onitayama wind farm, JRE Nakakyushu Onitayama 2 wind farm (Phase 2)",13.0,operating,2023,,approximate,Japan Renewable Energy CORP (JRE),32.6509,131.187,,GK JRE Nakakyushu 2 Furyoku,Onshore,Asia,https://www.gem.wiki/Nakakyushu_Onitayama_wind_farm,ジャパン・リニューアブル・エナジー株式会社,
L100000901122,G100000901308,Japan,--,Nakanoto wind farm,中能登ウインドファーム,Nakanoto wind farm project,65.0,cancelled,,,approximate,Electric Power Development CO LTD (J-POWER),37.0521,136.9465,,,Onshore,Asia,https://www.gem.wiki/Nakanoto_wind_farm,電源開発株式会社,
L100000901319,G100000901545,Japan,--,Nakasato wind farm,中里風力発電所,"Nakazato wind power plant, Vena Nakasato",47.0,operating,2020,,approximate,Vena Energy,40.8332,140.7022,,,Onshore,Asia,https://www.gem.wiki/Nakasato_wind_farm,台灣韋能能源股份有限公司,
