gem-location-id,gem-unit/phase-id,country/area,unit-name,plant-name,plant-name-(other),plant-name-(local),capacity-(mw),status,start-year,retired-year,location-accuracy,owner,parent,lat,lng,combustion-technology,region,url,"subnational-unit-(province,-state)"
L100000102983,G100000111681,Kazakhstan,"Unit 4, timepoint 1",Zhezkazgan power station,,"Жезказганская ТЭЦ ТОО ""Корпорация Казахмыс""",50.0,operating,1959,,exact,Kazakhmys Energy LLP [100%],Kazakhmys Holding LLP,47.786036,67.744086,subcritical,Asia,https://www.gem.wiki/Zhezkazgan_power_station,Ulytau
L100000102983,G100000111682,Kazakhstan,Unit 5,Zhezkazgan power station,,"Жезказганская ТЭЦ ТОО ""Корпорация Казахмыс""",42.0,operating,1960,,exact,Kazakhmys Energy LLP [100%],Kazakhmys Holding LLP,47.786036,67.744086,subcritical,Asia,https://www.gem.wiki/Zhezkazgan_power_station,Ulytau
L100000102983,G100000111683,Kazakhstan,"Unit 6, timepoint 1",Zhezkazgan power station,,"Жезказганская ТЭЦ ТОО ""Корпорация Казахмыс""",50.0,operating,1963,,exact,Kazakhmys Energy LLP [100%],Kazakhmys Holding LLP,47.786036,67.744086,subcritical,Asia,https://www.gem.wiki/Zhezkazgan_power_station,Ulytau
L100000102983,G100000111684,Kazakhstan,"Unit 7, timepoint 1",Zhezkazgan power station,,"Жезказганская ТЭЦ ТОО ""Корпорация Казахмыс""",60.0,operating,1969,,exact,Kazakhmys Energy LLP [100%],Kazakhmys Holding LLP,47.786036,67.744086,subcritical,Asia,https://www.gem.wiki/Zhezkazgan_power_station,Ulytau
L100000102983,G100000115116,Kazakhstan,"Unit 8, timepoint 1",Zhezkazgan power station,,"Жезказганская ТЭЦ ТОО ""Корпорация Казахмыс""",50.0,operating,2018,,exact,Kazakhmys Energy LLP [100%],Kazakhmys Holding LLP,47.786036,67.744086,subcritical,Asia,https://www.gem.wiki/Zhezkazgan_power_station,Ulytau
L100001005457,G100001006494,Kazakhstan,Unit 1,Zhezkazgan-2 power station,,"ТЭЦ Жезказгана, Жезказганская ТЭЦ-2",500.0,announced,2029,,approximate,,,47.8402877,67.6137144,unknown,Asia,https://www.gem.wiki/Zhezkazgan-2_power_station,Ulytau
L100000102995,G100000105481,Kenya,--,Kaloleni Cement Plant,Athi River Mining Cement integrated plant,,66.0,cancelled,,,approximate,ARM Cement PLC [100%],ARM Cement PLC [100.0%],-3.81484,39.628587,subcritical,Africa,https://www.gem.wiki/Kaloleni_Cement_Plant,Coast
L100000104368,G100000113794,Kenya,--,Kitui power station,,,960.0,cancelled,,,approximate,to be determined [100%],to be determined [100.0%],-1.483333,38.383333,unknown,Africa,https://www.gem.wiki/Kitui_power_station,Coast
L100000102996,G100000106138,Kenya,Unit 1,Lamu Power Project,,,350.0,cancelled,,,exact,Amu Power Co [100%],Centum Investment Group; Sichuan No 3 Power Construction Co; State Grid Corporation of China,-2.291111,40.855556,ultra-supercritical,Africa,https://www.gem.wiki/Lamu_Power_Project,Coast
L100000102996,G100000106139,Kenya,Unit 2,Lamu Power Project,,,350.0,cancelled,,,exact,Amu Power Co [100%],Centum Investment Group; Sichuan No 3 Power Construction Co; State Grid Corporation of China,-2.291111,40.855556,ultra-supercritical,Africa,https://www.gem.wiki/Lamu_Power_Project,Coast
L100000102996,G100000106140,Kenya,Unit 3,Lamu Power Project,,,350.0,cancelled,,,exact,Amu Power Co [100%],Centum Investment Group; Sichuan No 3 Power Construction Co; State Grid Corporation of China,-2.291111,40.855556,ultra-supercritical,Africa,https://www.gem.wiki/Lamu_Power_Project,Coast
L100000102997,G100000108061,Kenya,--,Pokot power station,West Pokot power plant,,64.0,shelved,,,approximate,National Cement Company Ltd [100%],Devki Group,1.395343,35.33699,subcritical,Africa,https://www.gem.wiki/Pokot_power_station,West Pokot
L100000102998,G100000110621,Kenya,Unit 1,Vipingo power station,Kilifi Coal power station,,300.0,cancelled,,,approximate,Kenya Electricity Generating Company PLC [100%],Kenya Electricity Generating Company PLC [100.0%],-3.8202,39.7859,supercritical,Africa,https://www.gem.wiki/Vipingo_power_station,Coast
L100000102998,G100000110622,Kenya,Unit 2,Vipingo power station,Kilifi Coal power station,,300.0,cancelled,,,approximate,Kenya Electricity Generating Company PLC [100%],Kenya Electricity Generating Company PLC [100.0%],-3.8202,39.7859,subcritical,Africa,https://www.gem.wiki/Vipingo_power_station,Coast
L100000103001,G100000104920,Kosovo,--,Istok power station,,,330.0,cancelled,,,approximate,EmberClear Corp [100%],EmberClear Corp [100.0%],42.783333,20.483333,unknown,Europe,https://www.gem.wiki/Istok_power_station,Pec
L100000102999,G100000113867,Kosovo,Unit 1,Kosovo A power station,Kosovo power station,,65.0,retired,1962,2006,exact,Korporata Energjetike e Kosovës JSC [100%],Korporata Energjetike e Kosovës JSC [100.0%],42.676454,21.085922,subcritical,Europe,https://www.gem.wiki/Kosovo_A_power_station,Kosovo
L100000102999,G100000113868,Kosovo,Unit 2,Kosovo A power station,Kosovo power station,,125.0,retired,1965,2010,exact,Korporata Energjetike e Kosovës JSC [100%],Korporata Energjetike e Kosovës JSC [100.0%],42.676454,21.085922,subcritical,Europe,https://www.gem.wiki/Kosovo_A_power_station,Kosovo
L100000102999,G100000105881,Kosovo,Unit 3,Kosovo A power station,Kosovo power station,,200.0,operating,1970,,exact,Korporata Energjetike e Kosovës JSC [100%],Korporata Energjetike e Kosovës JSC [100.0%],42.676454,21.085922,subcritical,Europe,https://www.gem.wiki/Kosovo_A_power_station,Kosovo
L100000102999,G100000105882,Kosovo,Unit 4,Kosovo A power station,Kosovo power station,,200.0,operating,1971,,exact,Korporata Energjetike e Kosovës JSC [100%],Korporata Energjetike e Kosovës JSC [100.0%],42.676454,21.085922,subcritical,Europe,https://www.gem.wiki/Kosovo_A_power_station,Kosovo
L100000102999,G100000105883,Kosovo,Unit 5,Kosovo A power station,Kosovo power station,,210.0,operating,1975,,exact,Korporata Energjetike e Kosovës JSC [100%],Korporata Energjetike e Kosovës JSC [100.0%],42.676454,21.085922,subcritical,Europe,https://www.gem.wiki/Kosovo_A_power_station,Kosovo
L100000103000,G100000105884,Kosovo,Unit 1,Kosovo B power station,Kosovo power station,,340.0,operating,1983,,exact,Korporata Energjetike e Kosovës JSC [100%],Korporata Energjetike e Kosovës JSC [100.0%],42.69312,21.056002,subcritical,Europe,https://www.gem.wiki/Kosovo_B_power_station,Kosovo
L100000103000,G100000105885,Kosovo,Unit 2,Kosovo B power station,Kosovo power station,,340.0,operating,1984,,exact,Korporata Energjetike e Kosovës JSC [100%],Korporata Energjetike e Kosovës JSC [100.0%],42.69312,21.056002,subcritical,Europe,https://www.gem.wiki/Kosovo_B_power_station,Kosovo
L100000103002,G100000107376,Kosovo,--,Kosovo C power station,Kosova e Re power station,,500.0,cancelled,,,approximate,ContourGlobal PLC [100%],KKR & Co. Inc [100.0%],42.666667,21.166667,ultra-supercritical,Europe,https://www.gem.wiki/Kosovo_C_power_station,Pristina
L100000103003,G100000100921,Kyrgyzstan,Unit 1,Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",35.0,retired,1961,2017,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100922,Kyrgyzstan,"Unit 10, timepoint 1",Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",86.0,operating,1976,,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100923,Kyrgyzstan,"Unit 11, timepoint 1",Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",100.0,operating,2000,,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100924,Kyrgyzstan,"Unit 12, timepoint 1",Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",150.0,operating,2017,,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100925,Kyrgyzstan,"Unit 13, timepoint 1",Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",150.0,operating,2017,,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100926,Kyrgyzstan,Unit 3,Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",50.0,retired,1963,2017,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100927,Kyrgyzstan,Unit 4,Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",65.0,retired,1964,2017,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100928,Kyrgyzstan,Unit 5,Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",35.0,operating,1965,,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100929,Kyrgyzstan,"Unit 6, timepoint 1",Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",86.0,operating,1966,,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100930,Kyrgyzstan,"Unit 7, timepoint 1",Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",60.0,operating,1970,,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100931,Kyrgyzstan,"Unit 8, timepoint 1",Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",60.0,operating,1972,,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100000103003,G100000100932,Kyrgyzstan,"Unit 9, timepoint 1",Bishkek power station,Bishkek CHP power station,"Бишкекская ТЭЦ, ТЭЦ г. Бишкек",86.0,operating,1975,,exact,Electricheskiye Stantsii OJSC [100%],National Electrical Grid of Kyrgyzstan OJSC [80.6%]; Social Fund of Kyrgyzstan [13.2%],42.871747,74.654957,subcritical,Asia,https://www.gem.wiki/Bishkek_power_station,Bishkek
L100001003690,G100001004201,Kyrgyzstan,Unit 1,Jalal-Abad power station,,Джалал-Абадская электростанция,660.0,announced,,,approximate,,,40.9551144,72.9917139,unknown,Asia,https://www.gem.wiki/Jalal-Abad_power_station,
L100000103004,G100000105555,Kyrgyzstan,Phase 1,Kara-Keche power station,,Каракечинская ТЭС,600.0,announced,,,approximate,to be determined [100%],to be determined [100.0%],41.71,74.76,unknown,Asia,https://www.gem.wiki/Kara-Keche_power_station,Naryn
L100000103004,G100001006497,Kyrgyzstan,Phase 2,Kara-Keche power station,,Каракечинская ТЭС,600.0,announced,,,approximate,to be determined [100%],to be determined [100.0%],41.71,74.76,unknown,Asia,https://www.gem.wiki/Kara-Keche_power_station,Naryn
L100000104816,G100000115024,Laos,Unit 1,Boualapha power station,"Khammouane power station, Bualapha power station",ເມືອງບົວລະພາ power station,1000.0,shelved,2024,,approximate,Shanghai Electric Power Co Ltd; Petroleum Trading Lao PCL,Petroleum Trading Lao PCL; Shanghai Electric Power Co Ltd,17.561016,105.736571,ultra-supercritical,Asia,https://www.gem.wiki/Boualapha_power_station,Khammouane
L100000104816,G100000115025,Laos,Unit 2,Boualapha power station,"Khammouane power station, Bualapha power station",ເມືອງບົວລະພາ power station,1000.0,shelved,2024,,approximate,Shanghai Electric Power Co Ltd; Petroleum Trading Lao PCL,Petroleum Trading Lao PCL; Shanghai Electric Power Co Ltd,17.561016,105.736571,ultra-supercritical,Asia,https://www.gem.wiki/Boualapha_power_station,Khammouane
L100000103007,G100000103946,Laos,Unit 1,Hongsa power station,"Phase III (Unit 4), HPC power plant",,626.0,operating,2015,,exact,Hongsa Power Co Ltd [100%],Banpu Power PCL [40.0%]; RATCH Group PLC [40.0%]; Lao Holding State Enterprise [20.0%],19.691284,101.278217,subcritical,Asia,https://www.gem.wiki/Hongsa_power_station,Sainyabuli
L100000103007,G100000103947,Laos,Unit 2,Hongsa power station,"Phase III (Unit 4), HPC power plant",,626.0,operating,2015,,exact,Hongsa Power Co Ltd [100%],Banpu Power PCL [40.0%]; RATCH Group PLC [40.0%]; Lao Holding State Enterprise [20.0%],19.691284,101.278217,subcritical,Asia,https://www.gem.wiki/Hongsa_power_station,Sainyabuli
L100000103007,G100000103948,Laos,Unit 3,Hongsa power station,"Phase III (Unit 4), HPC power plant",,626.0,operating,2016,,exact,Hongsa Power Co Ltd [100%],Banpu Power PCL [40.0%]; RATCH Group PLC [40.0%]; Lao Holding State Enterprise [20.0%],19.691284,101.278217,subcritical,Asia,https://www.gem.wiki/Hongsa_power_station,Sainyabuli
L100000103007,G100000103949,Laos,Unit 4,Hongsa power station,"Phase III (Unit 4), HPC power plant",,626.0,shelved,,,exact,Hongsa Power Co Ltd [100%],Banpu Power PCL [40.0%]; RATCH Group PLC [40.0%]; Lao Holding State Enterprise [20.0%],19.691284,101.278217,subcritical,Asia,https://www.gem.wiki/Hongsa_power_station,Sainyabuli
